Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
h2database,org.h2.util.json,JSONStringTarget,encodeString,Complex Method,Cyclomatic complexity of the method is 13,32
h2database,org.h2.util.json,JSONStringTarget,encodeString,Long Statement,The length of the statement "builder.append("\\u").append(HEX[c >>> 12 & 0xf]).append(HEX[c >>> 8 & 0xf]).append(HEX[c >>> 4 & 0xf]).append(HEX[c & 0xf]);" is 125.,32
h2database,org.h2.util.json,JSONStringTarget,encodeString,Magic Number,The method contains a magic number: 4,32
h2database,org.h2.util.json,JSONStringTarget,encodeString,Magic Number,The method contains a magic number: 0xf,32
h2database,org.h2.util.json,JSONStringTarget,encodeString,Magic Number,The method contains a magic number: 0xf,32
h2database,org.h2.util.json,JSONStringTarget,encodeString,Magic Number,The method contains a magic number: 0x7f,32
h2database,org.h2.util.json,JSONStringTarget,encodeString,Magic Number,The method contains a magic number: 12,32
h2database,org.h2.util.json,JSONStringTarget,encodeString,Magic Number,The method contains a magic number: 0xf,32
h2database,org.h2.util.json,JSONStringTarget,encodeString,Magic Number,The method contains a magic number: 8,32
h2database,org.h2.util.json,JSONStringTarget,encodeString,Magic Number,The method contains a magic number: 0xf,32
h2database,org.h2.util.json,JSONStringTarget,encodeString,Magic Number,The method contains a magic number: 4,32
h2database,org.h2.util.json,JSONStringTarget,encodeString,Magic Number,The method contains a magic number: 0xf,32
h2database,org.h2.util.json,JSONStringTarget,encodeString,Magic Number,The method contains a magic number: 0xf,32
h2database,org.h2.util.json,JSONStringTarget,encodeString,Missing default,The following switch statement is missing a default case: switch (c) {,32
h2database,org.h2.util.json,JSONTextSource,parse,Complex Method,Cyclomatic complexity of the method is 27,25
h2database,org.h2.util.json,JSONTextSource,parse,Missing default,The following switch statement is missing a default case: switch (ch) {,25
h2database,org.h2.util.json,JSONTextSource,readString,Complex Method,Cyclomatic complexity of the method is 16,141
h2database,org.h2.util.json,JSONTextSource,readString,Missing default,The following switch statement is missing a default case: switch (ch) {,141
h2database,org.h2.util.json,JSONTextSource,readString,Missing default,The following switch statement is missing a default case: switch (ch) {,141
h2database,org.h2.value,CharsetCollator,hashCode,Magic Number,The method contains a magic number: 255,60
h2database,org.h2.value,CompareMode,getInstance,Complex Conditional,The conditional expression last != null && Objects.equals(last.name`name) && last.strength == strength is complex.,71
h2database,org.h2.value,CompareMode,equalsChars,Long Parameter List,The method has 5 parameters. ,127
h2database,org.h2.value,CompareMode,compareLocaleNames,Long Statement,The length of the statement "return name.equalsIgnoreCase(locale.toString()) || name.equalsIgnoreCase(locale.toLanguageTag()) || name.equalsIgnoreCase(getName(locale));" is 139.,182
h2database,org.h2.value,CompareMode,getCollator,Complex Method,Cyclomatic complexity of the method is 14,195
h2database,org.h2.value,CompareMode,getCollator,Magic Number,The method contains a magic number: 2,195
h2database,org.h2.value,CompareMode,getCollator,Magic Number,The method contains a magic number: 5,195
h2database,org.h2.value,CompareMode,hashCode,Magic Number,The method contains a magic number: 31,270
h2database,org.h2.value,CompareMode,hashCode,Magic Number,The method contains a magic number: 31,270
h2database,org.h2.value,CompareModeDefault,equalsChars,Long Parameter List,The method has 5 parameters. ,60
h2database,org.h2.value,CompareModeIcu4J,equalsChars,Long Parameter List,The method has 5 parameters. ,43
h2database,org.h2.value,CompareModeIcu4J,getIcu4jCollator,Complex Method,Cyclomatic complexity of the method is 10,50
h2database,org.h2.value,CompareModeIcu4J,getIcu4jCollator,Magic Number,The method contains a magic number: 2,50
h2database,org.h2.value,CompareModeIcu4J,getIcu4jCollator,Magic Number,The method contains a magic number: 5,50
h2database,org.h2.value,DataType,createDate,Long Parameter List,The method has 6 parameters. ,255
h2database,org.h2.value,DataType,convertSQLTypeToValueType,Long Statement,The length of the statement "throw DbException.get(ErrorCode.UNKNOWN_DATA_TYPE_1`sqlType == null ? "<null>" : unknownSqlTypeToString(new StringBuilder()`sqlType).toString());" is 145.,426
h2database,org.h2.value,DataType,convertSQLTypeToValueType,Complex Method,Cyclomatic complexity of the method is 33,443
h2database,org.h2.value,DataType,convertSQLTypeToValueType,Missing default,The following switch statement is missing a default case: switch (sqlType) {,443
h2database,org.h2.value,DataType,unknownSqlTypeToString,Long Statement,The length of the statement "return builder.append(StringUtils.quoteJavaString(sqlType.getVendor())).append('/').append(StringUtils.quoteJavaString(sqlType.getName())).append(" [").append(sqlType.getVendorTypeNumber()).append(']');" is 202.,531
h2database,org.h2.value,DataType,isIndexable,Complex Method,Cyclomatic complexity of the method is 9,552
h2database,org.h2.value,DataType,isIndexable,Missing default,The following switch statement is missing a default case: switch (type.getValueType()) {,552
h2database,org.h2.value,DataType,areStableComparable,Complex Method,Cyclomatic complexity of the method is 18,581
h2database,org.h2.value,DataType,areStableComparable,Missing default,The following switch statement is missing a default case: switch (t1) {,581
h2database,org.h2.value,DataType,areStableComparable,Missing default,The following switch statement is missing a default case: switch (t2) {,581
h2database,org.h2.value,DataType,isBinaryStringOrSpecialBinaryType,Complex Method,Cyclomatic complexity of the method is 8,710
h2database,org.h2.value,DataType,isBinaryStringOrSpecialBinaryType,Missing default,The following switch statement is missing a default case: switch (type) {,710
h2database,org.h2.value,DataType,hasTotalOrdering,Complex Method,Cyclomatic complexity of the method is 30,734
h2database,org.h2.value,DataType,hasTotalOrdering,Missing default,The following switch statement is missing a default case: switch (type) {,734
h2database,org.h2.value,DataType,getDefaultForPrimitiveType,Complex Method,Cyclomatic complexity of the method is 9,798
h2database,org.h2.value,ExtTypeInfoEnum,hashCode,Magic Number,The method contains a magic number: 203_117,193
h2database,org.h2.value,ExtTypeInfoGeometry,hashCode,Magic Number,The method contains a magic number: 31,51
h2database,org.h2.value,ExtTypeInfoRow,ExtTypeInfoRow,Magic Number,The method contains a magic number: .75,37
h2database,org.h2.value,ExtTypeInfoRow,hashCode,Magic Number,The method contains a magic number: 67_378_403,94
h2database,org.h2.value,ExtTypeInfoRow,hashCode,Magic Number,The method contains a magic number: 31,94
h2database,org.h2.value,ExtTypeInfoRow,hashCode,Magic Number,The method contains a magic number: 37,94
h2database,org.h2.value,ExtTypeInfoRow,equals,Long Statement,The length of the statement "for (Iterator<Map.Entry<String`TypeInfo>> i1=fields.entrySet().iterator()` i2=fields2.entrySet().iterator(); i1.hasNext(); ) {" is 126.,107
h2database,org.h2.value,Transfer,writeTypeInfo20,Complex Method,Cyclomatic complexity of the method is 44,468
h2database,org.h2.value,Transfer,writeTypeInfo20,Missing default,The following switch statement is missing a default case: switch (valueType) {,468
h2database,org.h2.value,Transfer,writeTypeInfoGeometry,Magic Number,The method contains a magic number: 2,566
h2database,org.h2.value,Transfer,writeTypeInfoGeometry,Magic Number,The method contains a magic number: 3,566
h2database,org.h2.value,Transfer,readTypeInfo20,Complex Method,Cyclomatic complexity of the method is 45,628
h2database,org.h2.value,Transfer,readTypeInfo20,Missing default,The following switch statement is missing a default case: switch (valueType) {,628
h2database,org.h2.value,Transfer,readTypeInfoGeometry,Magic Number,The method contains a magic number: 2,725
h2database,org.h2.value,Transfer,readTypeInfoGeometry,Magic Number,The method contains a magic number: 3,725
h2database,org.h2.value,Transfer,readTypeInfoGeometry,Missing default,The following switch statement is missing a default case: switch (e) {,725
h2database,org.h2.value,Transfer,writeValue,Complex Method,Cyclomatic complexity of the method is 60,762
h2database,org.h2.value,Transfer,writeValue,Long Method,The method has 268 lines of code.,762
h2database,org.h2.value,Transfer,writeValue,Long Statement,The length of the statement "ValueTimestampTimeZone current=session.isRemote() ? DateTimeUtils.currentTimestamp(DateTimeUtils.getTimeZone()) : session.currentTimestamp();" is 141.,762
h2database,org.h2.value,Transfer,writeValue,Long Statement,The length of the statement "writeLong(DateTimeUtils.normalizeNanosOfDay(t.getNanos() + (t.getTimeZoneOffsetSeconds() - current.getTimeZoneOffsetSeconds()) * DateTimeUtils.NANOS_PER_DAY));" is 159.,762
h2database,org.h2.value,Transfer,writeValue,Magic Number,The method contains a magic number: 60,762
h2database,org.h2.value,Transfer,writeValue,Missing default,The following switch statement is missing a default case: switch (type) {,762
h2database,org.h2.value,Transfer,readValue,Complex Method,Cyclomatic complexity of the method is 47,1037
h2database,org.h2.value,Transfer,readValue,Long Method,The method has 161 lines of code.,1037
h2database,org.h2.value,Transfer,readValue,Long Statement,The length of the statement "return ValueTimestampTimeZone.fromDateValueAndNanos(dateValue`timeNanos`version >= Constants.TCP_PROTOCOL_VERSION_19 ? timeZoneOffset : timeZoneOffset * 60);" is 157.,1037
h2database,org.h2.value,Transfer,readValue,Magic Number,The method contains a magic number: 60,1037
h2database,org.h2.value,Transfer,readValue,Magic Number,The method contains a magic number: 5,1037
h2database,org.h2.value,Transfer,readValue,Missing default,The following switch statement is missing a default case: switch (type) {,1037
h2database,org.h2.value,Transfer,readValue,Missing default,The following switch statement is missing a default case: switch (s) {,1037
h2database,org.h2.value,Transfer,writeRowCount,Long Statement,The length of the statement "return version >= Constants.TCP_PROTOCOL_VERSION_20 ? writeLong(rowCount) : writeInt(rowCount < Integer.MAX_VALUE ? (int)rowCount : Integer.MAX_VALUE);" is 151.,1226
h2database,org.h2.value,Transfer,verifyLobMac,Long Statement,The length of the statement "throw DbException.get(ErrorCode.CONNECTION_BROKEN_1`"Invalid lob hmac; possibly the connection was re-opened internally");" is 122.,1292
h2database,org.h2.value,Transfer,calculateLobMac,Magic Number,The method contains a magic number: 8,1307
h2database,org.h2.value,TypeInfo,getTypeInfo,Complex Conditional,The conditional expression precision == 0 || precision >= 25 && precision <= 53 is complex.,299
h2database,org.h2.value,TypeInfo,getTypeInfo,Complex Method,Cyclomatic complexity of the method is 87,299
h2database,org.h2.value,TypeInfo,getTypeInfo,Long Method,The method has 206 lines of code.,299
h2database,org.h2.value,TypeInfo,getTypeInfo,Magic Number,The method contains a magic number: 24,299
h2database,org.h2.value,TypeInfo,getTypeInfo,Magic Number,The method contains a magic number: 25,299
h2database,org.h2.value,TypeInfo,getTypeInfo,Magic Number,The method contains a magic number: 53,299
h2database,org.h2.value,TypeInfo,getHigherType,Complex Method,Cyclomatic complexity of the method is 8,507
h2database,org.h2.value,TypeInfo,getHigherType,Missing default,The following switch statement is missing a default case: switch (t.getValueType()) {,507
h2database,org.h2.value,TypeInfo,getHigherType,Complex Method,Cyclomatic complexity of the method is 16,549
h2database,org.h2.value,TypeInfo,getHigherType,Long Statement,The length of the statement "return TypeInfo.getTypeInfo(dataType`precision`Math.max(type1.getScale()`type2.getScale())`dataType == t1 && ext1 != null ? ext1 : dataType == t2 ? type2.extTypeInfo : null);" is 174.,549
h2database,org.h2.value,TypeInfo,getHigherType,Missing default,The following switch statement is missing a default case: switch (dataType) {,549
h2database,org.h2.value,TypeInfo,getHigherGeometry,Long Statement,The length of the statement "return srid == null ? TypeInfo.TYPE_GEOMETRY : TypeInfo.getTypeInfo(Value.GEOMETRY`-1`-1`new ExtTypeInfoGeometry(0`srid));" is 122.,628
h2database,org.h2.value,TypeInfo,getHigherGeometry,Long Statement,The length of the statement "return srid == null ? TypeInfo.TYPE_GEOMETRY : TypeInfo.getTypeInfo(Value.GEOMETRY`-1`-1`new ExtTypeInfoGeometry(0`srid));" is 122.,653
h2database,org.h2.value,TypeInfo,getHigherRow,Magic Number,The method contains a magic number: .75,696
h2database,org.h2.value,TypeInfo,typeToRow,Magic Number,The method contains a magic number: 2,720
h2database,org.h2.value,TypeInfo,areComparable,Complex Method,Cyclomatic complexity of the method is 28,768
h2database,org.h2.value,TypeInfo,areComparable,Missing default,The following switch statement is missing a default case: switch (vt1) {,768
h2database,org.h2.value,TypeInfo,areComparable,Missing default,The following switch statement is missing a default case: switch (g1) {,768
h2database,org.h2.value,TypeInfo,areComparable,Missing default,The following switch statement is missing a default case: switch (g2) {,768
h2database,org.h2.value,TypeInfo,areComparable,Missing default,The following switch statement is missing a default case: switch (vt2) {,768
h2database,org.h2.value,TypeInfo,areComparable,Missing default,The following switch statement is missing a default case: switch (vt2) {,768
h2database,org.h2.value,TypeInfo,haveSameOrdering,Complex Method,Cyclomatic complexity of the method is 22,860
h2database,org.h2.value,TypeInfo,haveSameOrdering,Missing default,The following switch statement is missing a default case: switch (vt1) {,860
h2database,org.h2.value,TypeInfo,haveSameOrdering,Missing default,The following switch statement is missing a default case: switch (g1) {,860
h2database,org.h2.value,TypeInfo,haveSameOrdering,Missing default,The following switch statement is missing a default case: switch (vt1) {,860
h2database,org.h2.value,TypeInfo,haveSameOrdering,Missing default,The following switch statement is missing a default case: switch (vt2) {,860
h2database,org.h2.value,TypeInfo,getPrecision,Complex Method,Cyclomatic complexity of the method is 44,1000
h2database,org.h2.value,TypeInfo,getPrecision,Magic Number,The method contains a magic number: 8,1000
h2database,org.h2.value,TypeInfo,getPrecision,Magic Number,The method contains a magic number: 9,1000
h2database,org.h2.value,TypeInfo,getPrecision,Magic Number,The method contains a magic number: 14,1000
h2database,org.h2.value,TypeInfo,getPrecision,Magic Number,The method contains a magic number: 15,1000
h2database,org.h2.value,TypeInfo,getPrecision,Magic Number,The method contains a magic number: 19,1000
h2database,org.h2.value,TypeInfo,getPrecision,Magic Number,The method contains a magic number: 20,1000
h2database,org.h2.value,TypeInfo,getPrecision,Magic Number,The method contains a magic number: 25,1000
h2database,org.h2.value,TypeInfo,getPrecision,Magic Number,The method contains a magic number: 26,1000
h2database,org.h2.value,TypeInfo,getPrecision,Missing default,The following switch statement is missing a default case: switch (valueType) {,1000
h2database,org.h2.value,TypeInfo,getScale,Complex Method,Cyclomatic complexity of the method is 44,1097
h2database,org.h2.value,TypeInfo,getScale,Missing default,The following switch statement is missing a default case: switch (valueType) {,1097
h2database,org.h2.value,TypeInfo,getDisplaySize,Complex Method,Cyclomatic complexity of the method is 44,1168
h2database,org.h2.value,TypeInfo,getDisplaySize,Long Statement,The length of the statement "return ValueInterval.getDisplaySize(valueType`precision >= 0 ? (int)precision : ValueInterval.DEFAULT_PRECISION`scale >= 0 ? scale : ValueInterval.DEFAULT_SCALE);" is 162.,1168
h2database,org.h2.value,TypeInfo,getDisplaySize,Magic Number,The method contains a magic number: 2,1168
h2database,org.h2.value,TypeInfo,getDisplaySize,Magic Number,The method contains a magic number: 2,1168
h2database,org.h2.value,TypeInfo,getDisplaySize,Magic Number,The method contains a magic number: 2,1168
h2database,org.h2.value,TypeInfo,getDisplaySize,Magic Number,The method contains a magic number: 2,1168
h2database,org.h2.value,TypeInfo,getDisplaySize,Magic Number,The method contains a magic number: 2,1168
h2database,org.h2.value,TypeInfo,getDisplaySize,Magic Number,The method contains a magic number: 2,1168
h2database,org.h2.value,TypeInfo,getDisplaySize,Magic Number,The method contains a magic number: 2,1168
h2database,org.h2.value,TypeInfo,getDisplaySize,Magic Number,The method contains a magic number: 2,1168
h2database,org.h2.value,TypeInfo,getDisplaySize,Magic Number,The method contains a magic number: 12,1168
h2database,org.h2.value,TypeInfo,getDisplaySize,Magic Number,The method contains a magic number: 12,1168
h2database,org.h2.value,TypeInfo,getDisplaySize,Magic Number,The method contains a magic number: 8,1168
h2database,org.h2.value,TypeInfo,getDisplaySize,Magic Number,The method contains a magic number: 9,1168
h2database,org.h2.value,TypeInfo,getDisplaySize,Magic Number,The method contains a magic number: 14,1168
h2database,org.h2.value,TypeInfo,getDisplaySize,Magic Number,The method contains a magic number: 15,1168
h2database,org.h2.value,TypeInfo,getDisplaySize,Magic Number,The method contains a magic number: 19,1168
h2database,org.h2.value,TypeInfo,getDisplaySize,Magic Number,The method contains a magic number: 20,1168
h2database,org.h2.value,TypeInfo,getDisplaySize,Magic Number,The method contains a magic number: 25,1168
h2database,org.h2.value,TypeInfo,getDisplaySize,Magic Number,The method contains a magic number: 26,1168
h2database,org.h2.value,TypeInfo,getDisplaySize,Missing default,The following switch statement is missing a default case: switch (valueType) {,1168
h2database,org.h2.value,TypeInfo,getSQL,Complex Method,Cyclomatic complexity of the method is 50,1267
h2database,org.h2.value,TypeInfo,getSQL,Long Method,The method has 117 lines of code.,1267
h2database,org.h2.value,TypeInfo,getSQL,Missing default,The following switch statement is missing a default case: switch (valueType) {,1267
h2database,org.h2.value,TypeInfo,hashCode,Magic Number,The method contains a magic number: 31,1384
h2database,org.h2.value,TypeInfo,hashCode,Magic Number,The method contains a magic number: 31,1384
h2database,org.h2.value,TypeInfo,hashCode,Magic Number,The method contains a magic number: 32,1384
h2database,org.h2.value,TypeInfo,hashCode,Magic Number,The method contains a magic number: 31,1384
h2database,org.h2.value,TypeInfo,hashCode,Magic Number,The method contains a magic number: 31,1384
h2database,org.h2.value,TypeInfo,equals,Long Statement,The length of the statement "return valueType == other.valueType && precision == other.precision && scale == other.scale && Objects.equals(extTypeInfo`other.extTypeInfo);" is 141.,1394
h2database,org.h2.value,TypeInfo,toNumericType,Complex Method,Cyclomatic complexity of the method is 9,1407
h2database,org.h2.value,TypeInfo,toNumericType,Magic Number,The method contains a magic number: 85,1407
h2database,org.h2.value,TypeInfo,toNumericType,Magic Number,The method contains a magic number: 46,1407
h2database,org.h2.value,TypeInfo,toNumericType,Magic Number,The method contains a magic number: 634,1407
h2database,org.h2.value,TypeInfo,toNumericType,Magic Number,The method contains a magic number: 325,1407
h2database,org.h2.value,TypeInfo,toNumericType,Missing default,The following switch statement is missing a default case: switch (valueType) {,1407
h2database,org.h2.value,TypeInfo,toDecfloatType,Complex Method,Cyclomatic complexity of the method is 10,1438
h2database,org.h2.value,TypeInfo,toDecfloatType,Missing default,The following switch statement is missing a default case: switch (valueType) {,1438
h2database,org.h2.value,TypeInfo,getDecimalPrecision,Missing default,The following switch statement is missing a default case: switch (valueType) {,1482
h2database,org.h2.value,TypeInfo,getDeclaredTypeName,Complex Method,Cyclomatic complexity of the method is 9,1507
h2database,org.h2.value,Value,getMemory,Magic Number,The method contains a magic number: 24,441
h2database,org.h2.value,Value,getHigherOrder,Complex Method,Cyclomatic complexity of the method is 9,469
h2database,org.h2.value,Value,getHigherOrderKnown,Complex Method,Cyclomatic complexity of the method is 8,507
h2database,org.h2.value,Value,getHigherNumeric,Complex Method,Cyclomatic complexity of the method is 10,529
h2database,org.h2.value,Value,getHigherDateTime,Complex Method,Cyclomatic complexity of the method is 9,555
h2database,org.h2.value,Value,getHigherIntervalYearMonth,Missing default,The following switch statement is missing a default case: switch (g2) {,581
h2database,org.h2.value,Value,getHigherIntervalDayTime,Complex Method,Cyclomatic complexity of the method is 34,596
h2database,org.h2.value,Value,getHigherIntervalDayTime,Missing default,The following switch statement is missing a default case: switch (g2) {,596
h2database,org.h2.value,Value,getHigherOther,Complex Conditional,The conditional expression g2 != GROUP_CHARACTER_STRING && (g2 != GROUP_NUMERIC || t2 > INTEGER) is complex.,672
h2database,org.h2.value,Value,getHigherOther,Complex Method,Cyclomatic complexity of the method is 17,672
h2database,org.h2.value,Value,getHigherOther,Missing default,The following switch statement is missing a default case: switch (g2) {,672
h2database,org.h2.value,Value,convertTo,Missing default,The following switch statement is missing a default case: switch (targetType) {,988
h2database,org.h2.value,Value,convertTo,Complex Conditional,The conditional expression valueType == NULL || valueType == (targetValueType=targetType.getValueType()) && conversionMode == CONVERT_TO && targetType.getExtTypeInfo() == null && valueType != CHAR is complex.,1095
h2database,org.h2.value,Value,convertTo,Complex Method,Cyclomatic complexity of the method is 44,1095
h2database,org.h2.value,Value,convertTo,Long Statement,The length of the statement "if (valueType == NULL || valueType == (targetValueType=targetType.getValueType()) && conversionMode == CONVERT_TO && targetType.getExtTypeInfo() == null && valueType != CHAR) {" is 176.,1095
h2database,org.h2.value,Value,convertTo,Missing default,The following switch statement is missing a default case: switch (targetValueType) {,1095
h2database,org.h2.value,Value,convertToChar,Complex Method,Cyclomatic complexity of the method is 16,1199
h2database,org.h2.value,Value,convertToClob,Complex Method,Cyclomatic complexity of the method is 10,1269
h2database,org.h2.value,Value,convertToClob,Missing default,The following switch statement is missing a default case: switch (getValueType()) {,1269
h2database,org.h2.value,Value,convertToBlob,Complex Method,Cyclomatic complexity of the method is 8,1377
h2database,org.h2.value,Value,convertToBlob,Missing default,The following switch statement is missing a default case: switch (getValueType()) {,1377
h2database,org.h2.value,Value,convertToBoolean,Complex Method,Cyclomatic complexity of the method is 14,1411
h2database,org.h2.value,Value,convertToBoolean,Missing default,The following switch statement is missing a default case: switch (getValueType()) {,1411
h2database,org.h2.value,Value,convertToTinyint,Complex Method,Cyclomatic complexity of the method is 31,1441
h2database,org.h2.value,Value,convertToTinyint,Missing default,The following switch statement is missing a default case: switch (getValueType()) {,1441
h2database,org.h2.value,Value,convertToSmallint,Complex Method,Cyclomatic complexity of the method is 31,1499
h2database,org.h2.value,Value,convertToSmallint,Magic Number,The method contains a magic number: 2,1499
h2database,org.h2.value,Value,convertToSmallint,Magic Number,The method contains a magic number: 8,1499
h2database,org.h2.value,Value,convertToSmallint,Magic Number,The method contains a magic number: 0xff,1499
h2database,org.h2.value,Value,convertToSmallint,Missing default,The following switch statement is missing a default case: switch (getValueType()) {,1499
h2database,org.h2.value,Value,convertToInt,Complex Method,Cyclomatic complexity of the method is 31,1556
h2database,org.h2.value,Value,convertToInt,Magic Number,The method contains a magic number: 4,1556
h2database,org.h2.value,Value,convertToInt,Missing default,The following switch statement is missing a default case: switch (getValueType()) {,1556
h2database,org.h2.value,Value,convertToBigint,Complex Method,Cyclomatic complexity of the method is 31,1612
h2database,org.h2.value,Value,convertToBigint,Magic Number,The method contains a magic number: 8,1612
h2database,org.h2.value,Value,convertToBigint,Missing default,The following switch statement is missing a default case: switch (getValueType()) {,1612
h2database,org.h2.value,Value,convertToNumeric,Complex Conditional,The conditional expression scale < 0 || scale > ValueNumeric.MAXIMUM_SCALE || conversionMode != CONVERT_TO && scale != targetScale && (scale >= targetScale || !provider.getMode().convertOnlyToSmallerScale) is complex.,1667
h2database,org.h2.value,Value,convertToNumeric,Complex Conditional,The conditional expression scale != targetScale && (scale >= targetScale || !provider.getMode().convertOnlyToSmallerScale) is complex.,1667
h2database,org.h2.value,Value,convertToNumeric,Complex Method,Cyclomatic complexity of the method is 9,1667
h2database,org.h2.value,Value,convertToNumeric,Long Statement,The length of the statement "if (scale < 0 || scale > ValueNumeric.MAXIMUM_SCALE || conversionMode != CONVERT_TO && scale != targetScale && (scale >= targetScale || !provider.getMode().convertOnlyToSmallerScale)) {" is 185.,1667
h2database,org.h2.value,Value,convertToNumeric,Missing default,The following switch statement is missing a default case: switch (getValueType()) {,1667
h2database,org.h2.value,Value,convertToReal,Missing default,The following switch statement is missing a default case: switch (getValueType()) {,1709
h2database,org.h2.value,Value,convertToDouble,Missing default,The following switch statement is missing a default case: switch (getValueType()) {,1727
h2database,org.h2.value,Value,convertToDecfloat,Complex Method,Cyclomatic complexity of the method is 25,1745
h2database,org.h2.value,Value,convertToDecfloat,Missing default,The following switch statement is missing a default case: switch (getValueType()) {,1745
h2database,org.h2.value,Value,convertToDecfloat,Missing default,The following switch statement is missing a default case: switch (s) {,1745
h2database,org.h2.value,Value,convertToDate,Complex Method,Cyclomatic complexity of the method is 8,1829
h2database,org.h2.value,Value,convertToDate,Long Statement,The length of the statement "return ValueDate.fromDateValue(DateTimeUtils.dateValueFromLocalSeconds(epochSeconds + provider.currentTimeZone().getTimeZoneOffsetUTC(epochSeconds)));" is 150.,1829
h2database,org.h2.value,Value,convertToDate,Missing default,The following switch statement is missing a default case: switch (getValueType()) {,1829
h2database,org.h2.value,Value,convertToTime,Complex Method,Cyclomatic complexity of the method is 11,1862
h2database,org.h2.value,Value,convertToTime,Long Statement,The length of the statement "v=ValueTime.fromNanos(DateTimeUtils.nanosFromLocalSeconds(epochSeconds + provider.currentTimeZone().getTimeZoneOffsetUTC(epochSeconds)) + timeNanos % DateTimeUtils.NANOS_PER_SECOND);" is 182.,1862
h2database,org.h2.value,Value,convertToTime,Missing default,The following switch statement is missing a default case: switch (getValueType()) {,1862
h2database,org.h2.value,Value,convertToTimeTimeZone,Complex Method,Cyclomatic complexity of the method is 11,1906
h2database,org.h2.value,Value,convertToTimeTimeZone,Missing default,The following switch statement is missing a default case: switch (getValueType()) {,1906
h2database,org.h2.value,Value,convertToTimestamp,Complex Method,Cyclomatic complexity of the method is 13,1950
h2database,org.h2.value,Value,convertToTimestamp,Long Statement,The length of the statement "v=ValueTimestamp.fromDateValueAndNanos(DateTimeUtils.dateValueFromLocalSeconds(epochSeconds)`DateTimeUtils.nanosFromLocalSeconds(epochSeconds) + timeNanos % DateTimeUtils.NANOS_PER_SECOND);" is 189.,1950
h2database,org.h2.value,Value,convertToTimestamp,Long Statement,The length of the statement "long n2=DateTimeUtils.convertScale(n`targetScale`dv == DateTimeUtils.MAX_DATE_VALUE ? DateTimeUtils.NANOS_PER_DAY : Long.MAX_VALUE);" is 132.,1950
h2database,org.h2.value,Value,convertToTimestamp,Missing default,The following switch statement is missing a default case: switch (getValueType()) {,1950
h2database,org.h2.value,Value,getLocalTimeNanos,Long Statement,The length of the statement "return DateTimeUtils.normalizeNanosOfDay(ts.getNanos() + (ts.getTimeZoneOffsetSeconds() - localOffset) * DateTimeUtils.NANOS_PER_DAY);" is 134.,2003
h2database,org.h2.value,Value,convertToTimestampTimeZone,Complex Method,Cyclomatic complexity of the method is 13,2010
h2database,org.h2.value,Value,convertToTimestampTimeZone,Long Statement,The length of the statement "v=ValueTimestampTimeZone.fromDateValueAndNanos(dateValue`timeNanos`provider.currentTimeZone().getTimeZoneOffsetLocal(dateValue`timeNanos));" is 139.,2010
h2database,org.h2.value,Value,convertToTimestampTimeZone,Long Statement,The length of the statement "v=ValueTimestampTimeZone.fromDateValueAndNanos(provider.currentTimestamp().getDateValue()`t.getNanos()`t.getTimeZoneOffsetSeconds());" is 133.,2010
h2database,org.h2.value,Value,convertToTimestampTimeZone,Long Statement,The length of the statement "return ValueTimestampTimeZone.fromDateValueAndNanos(dateValue`0L`provider.currentTimeZone().getTimeZoneOffsetLocal(dateValue`0L));" is 130.,2010
h2database,org.h2.value,Value,convertToTimestampTimeZone,Long Statement,The length of the statement "v=ValueTimestampTimeZone.fromDateValueAndNanos(dateValue`timeNanos`provider.currentTimeZone().getTimeZoneOffsetLocal(dateValue`timeNanos));" is 139.,2010
h2database,org.h2.value,Value,convertToTimestampTimeZone,Long Statement,The length of the statement "long n2=DateTimeUtils.convertScale(n`targetScale`dv == DateTimeUtils.MAX_DATE_VALUE ? DateTimeUtils.NANOS_PER_DAY : Long.MAX_VALUE);" is 132.,2010
h2database,org.h2.value,Value,convertToTimestampTimeZone,Missing default,The following switch statement is missing a default case: switch (getValueType()) {,2010
h2database,org.h2.value,Value,convertToIntervalYearMonth,Complex Method,Cyclomatic complexity of the method is 18,2081
h2database,org.h2.value,Value,convertToIntervalYearMonth,Long Statement,The length of the statement "return IntervalUtils.intervalFromAbsolute(IntervalQualifier.YEAR_TO_MONTH`getBigDecimal().multiply(BigDecimal.valueOf(12)).setScale(0`RoundingMode.HALF_UP).toBigInteger());" is 172.,2081
h2database,org.h2.value,Value,convertToIntervalYearMonth,Long Statement,The length of the statement "return IntervalUtils.intervalFromAbsolute(IntervalQualifier.YEAR_TO_MONTH`getBigDecimal().multiply(BigDecimal.valueOf(12)).setScale(0`RoundingMode.HALF_UP).toBigInteger());" is 172.,2081
h2database,org.h2.value,Value,convertToIntervalYearMonth,Long Statement,The length of the statement "return (ValueInterval)IntervalUtils.parseFormattedInterval(IntervalQualifier.valueOf(targetType - INTERVAL_YEAR)`s).convertTo(targetType);" is 138.,2081
h2database,org.h2.value,Value,convertToIntervalYearMonth,Long Statement,The length of the statement "return IntervalUtils.intervalFromAbsolute(IntervalQualifier.valueOf(targetType - INTERVAL_YEAR)`IntervalUtils.intervalToAbsolute((ValueInterval)this));" is 151.,2081
h2database,org.h2.value,Value,convertToIntervalYearMonth,Magic Number,The method contains a magic number: 12,2081
